rainfall_mm,soil_moisture_pct,displacement_mm,pore_pressure_kpa,slope_angle_deg,risk_label
82.9,27.1,1.28,33.9,32.7,Safe
161.2,77.3,11.58,14.8,12.8,Danger
44.3,5.0,1.31,49.9,22.1,Safe
26.5,48.9,1.85,35.5,25.4,Safe
20.8,21.9,3.18,20.3,35.8,Safe
64.7,51.7,3.14,16.2,37.7,Watch
8.9,40.3,8.98,25.7,44.1,Safe
65.2,26.7,5.85,21.5,25.0,Safe
66.0,31.7,4.74,37.4,17.2,Safe
27.4,30.8,9.09,28.8,23.5,Safe
49.9,46.4,0.79,47.5,24.9,Watch
34.9,62.5,2.88,39.5,24.0,Watch
11.8,80.3,6.55,17.0,31.8,Watch
61.8,41.9,2.94,23.6,39.0,Watch
57.9,50.4,11.37,17.0,27.9,Watch
29.2,66.4,0.32,17.0,37.0,Safe
159.5,36.9,1.74,3.1,41.7,Watch
41.9,30.9,11.36,44.1,31.9,Watch
6.0,80.1,1.43,49.4,20.6,Safe
85.9,41.8,4.04,15.2,29.2,Warning
72.6,48.9,0.09,13.7,42.2,Watch
78.7,16.1,3.56,38.4,38.3,Safe
17.2,35.6,8.18,17.7,21.3,Safe
48.9,79.0,1.45,49.1,43.8,Danger
41.3,53.3,0.06,19.2,28.7,Safe
36.3,44.5,0.08,0.0,21.3,Safe
101.5,70.1,6.68,28.0,31.7,Danger
42.3,15.4,3.85,21.1,16.8,Safe
30.0,37.5,0.34,32.2,38.5,Safe
29.8,85.9,0.17,24.8,43.4,Warning
16.0,44.1,4.9,38.6,22.0,Watch
45.5,44.0,4.98,36.3,30.3,Watch
106.8,66.2,0.39,34.9,40.7,Warning
32.1,67.5,1.08,32.9,18.7,Safe
51.0,21.6,4.54,30.0,19.8,Safe
35.9,52.7,2.24,9.0,29.6,Watch
38.9,76.6,9.41,35.8,29.2,Warning
74.9,33.4,1.97,41.0,32.5,Safe
15.8,38.3,3.39,35.2,30.9,Safe
9.9,45.5,2.14,27.0,18.7,Safe
86.0,57.5,8.59,38.9,15.8,Warning
26.7,19.3,1.53,33.5,18.8,Safe
30.3,5.0,0.78,40.7,37.0,Safe
182.2,48.9,1.19,28.7,41.5,Danger
72.3,66.0,5.75,8.6,31.1,Warning
19.5,39.4,2.07,27.3,39.1,Safe
90.1,34.0,1.31,15.8,25.9,Watch
73.5,42.0,2.36,23.0,28.3,Safe
0.6,73.8,0.43,31.3,41.2,Safe
46.8,33.0,0.02,44.9,36.7,Safe
16.6,55.3,0.99,40.0,33.8,Safe
38.9,24.2,2.79,33.1,30.5,Safe
161.5,25.1,3.73,48.7,20.4,Warning
77.1,60.2,5.26,30.7,32.9,Danger
84.4,74.4,7.84,33.0,35.1,Danger
35.9,61.0,1.59,24.3,54.1,Safe
84.7,8.0,4.05,14.0,31.2,Safe
22.4,37.4,0.23,38.4,28.3,Safe
46.3,49.3,0.18,6.5,34.8,Safe
74.7,46.1,0.4,16.0,46.5,Watch
73.1,10.4,1.79,32.7,35.5,Safe
10.5,21.7,0.71,17.3,30.2,Safe
138.8,30.6,1.01,30.3,24.1,Warning
18.8,43.8,3.13,32.2,23.7,Safe
203.5,10.2,1.33,21.6,39.8,Warning
76.2,55.8,2.45,30.8,29.1,Watch
71.7,43.3,1.6,30.6,52.1,Watch
20.3,26.2,0.56,12.9,32.8,Safe
27.7,48.5,0.23,38.2,36.9,Safe
131.5,19.1,0.81,0.0,26.5,Watch
120.3,44.1,0.18,58.2,23.8,Warning
36.7,12.6,2.89,38.0,39.6,Safe
34.3,15.2,4.76,45.3,44.0,Watch
35.1,36.8,1.25,39.9,22.1,Safe
90.5,32.1,1.47,29.4,24.7,Safe
84.6,51.9,5.08,18.4,25.4,Watch
55.5,44.7,0.76,29.6,38.8,Watch
46.7,82.8,0.38,42.5,35.6,Watch
36.4,40.2,2.09,17.7,31.0,Safe
193.0,5.0,3.12,32.4,24.2,Warning
11.8,8.4,2.75,2.8,48.1,Safe
30.7,23.5,3.75,17.9,41.8,Safe
52.7,100.0,0.18,17.1,12.0,Watch
9.5,44.3,1.68,55.2,40.6,Watch
26.2,65.0,0.82,9.9,29.1,Safe
160.1,63.1,4.27,36.0,26.0,Danger
80.7,22.2,6.18,53.9,39.7,Warning
26.0,12.7,0.99,45.1,35.5,Safe
25.3,56.6,0.3,52.8,32.9,Watch
11.9,5.0,0.88,55.0,23.0,Safe
29.1,62.6,0.33,30.8,42.1,Safe
62.8,42.9,1.17,37.1,19.6,Safe
55.3,56.1,2.32,32.9,39.7,Watch
30.4,50.5,10.91,37.2,32.9,Watch
18.5,51.4,1.53,36.3,31.6,Safe
36.0,46.9,0.75,55.8,26.5,Safe
35.4,50.1,0.55,34.4,33.6,Safe
73.6,45.8,0.57,15.7,18.2,Safe
49.6,20.2,0.64,38.9,44.3,Watch
44.7,37.9,4.31,41.0,28.0,Safe
96.0,84.1,0.19,17.7,25.1,Watch
119.5,50.7,17.86,17.1,30.0,Danger
54.8,65.6,2.22,44.3,28.3,Watch
55.8,27.3,2.36,22.0,44.4,Safe
38.0,27.0,1.33,23.8,14.7,Safe
20.1,23.3,3.52,23.1,31.3,Safe
77.8,21.0,1.91,33.7,47.8,Watch
67.5,15.8,1.2,46.5,32.7,Safe
40.5,49.2,0.92,40.0,33.9,Watch
49.7,38.6,7.8,23.1,31.7,Safe
91.7,60.8,1.03,50.1,25.5,Watch
102.3,39.4,1.72,43.0,37.4,Watch
2.5,5.0,1.29,44.9,30.1,Safe
24.5,53.0,0.27,44.4,33.4,Watch
40.4,8.5,0.62,22.3,37.5,Safe
16.0,48.9,0.63,16.2,36.4,Safe
50.7,31.1,3.55,24.9,33.0,Safe
25.7,49.2,1.57,44.9,41.0,Safe
51.9,19.0,4.57,12.3,42.1,Safe
26.3,59.0,3.7,10.3,39.8,Watch
27.3,45.7,0.64,2.8,42.6,Safe
51.6,38.8,2.48,11.2,45.6,Safe
80.1,14.5,4.07,18.2,19.9,Safe
64.8,77.6,3.01,31.9,59.6,Watch
40.6,28.7,2.75,12.7,33.6,Safe
6.6,49.7,4.04,39.9,29.6,Safe
26.7,27.9,0.18,30.7,33.7,Safe
24.3,100.0,3.94,0.0,17.2,Watch
70.5,47.7,0.96,29.7,34.3,Safe
47.0,33.9,2.55,32.1,24.1,Safe
48.3,55.9,0.83,58.7,32.7,Warning
20.9,58.5,5.48,33.6,33.4,Watch
105.1,52.1,1.97,3.5,26.1,Warning
48.0,39.2,3.09,33.4,14.0,Safe
19.8,52.9,4.74,32.6,34.7,Watch
21.1,42.2,6.77,39.1,32.0,Warning
53.3,44.5,3.95,69.6,33.9,Watch
19.1,30.9,0.48,22.0,27.8,Safe
24.6,18.7,5.78,20.2,25.4,Safe
15.3,55.1,2.89,37.0,29.8,Safe
70.0,55.9,2.82,57.4,33.4,Warning
19.5,68.3,7.63,40.1,38.7,Warning
116.9,45.9,0.86,24.9,23.9,Watch
58.3,41.1,0.82,44.8,39.9,Safe
15.2,19.6,2.16,56.9,38.5,Safe
64.3,44.3,4.17,18.5,37.2,Safe
105.2,51.5,1.78,15.0,50.3,Watch
39.3,12.2,3.01,30.8,14.4,Safe
113.6,64.2,1.81,34.5,51.5,Danger
59.1,32.2,2.83,50.8,25.5,Safe
25.7,41.5,5.18,23.0,34.4,Safe
161.8,55.8,0.6,36.0,32.4,Danger
11.5,44.9,3.57,53.4,18.6,Watch
32.1,70.3,4.65,33.4,37.3,Safe
40.6,56.3,1.78,24.1,40.6,Watch
144.1,42.3,1.17,38.6,36.2,Danger
71.2,5.0,0.04,25.0,17.2,Safe
63.0,62.9,4.79,35.1,19.6,Watch
22.4,23.8,1.19,27.2,25.0,Safe
38.1,60.3,1.33,27.8,44.7,Safe
26.2,53.8,1.23,24.0,33.0,Safe
61.4,41.4,2.07,21.4,12.0,Safe
94.1,62.2,3.64,44.9,52.6,Danger
186.1,54.4,4.43,32.8,47.0,Danger
28.7,50.9,1.5,49.1,21.1,Safe
11.2,14.1,3.26,0.0,27.9,Safe
32.6,45.7,3.83,22.2,29.1,Safe
85.5,22.6,1.06,18.9,37.2,Safe
20.0,25.3,0.3,26.2,34.0,Safe
41.8,38.5,6.75,14.5,25.2,Safe
63.5,71.3,3.39,5.9,45.1,Watch
29.2,51.6,3.13,40.1,49.4,Watch
49.6,52.8,0.18,21.1,31.5,Safe
18.3,58.9,5.11,38.3,26.3,Watch
98.6,29.3,2.5,12.3,48.0,Watch
34.6,16.6,5.65,5.5,10.1,Safe
48.5,13.4,11.01,33.6,23.1,Safe
6.9,49.2,9.45,39.5,41.8,Warning
16.0,62.8,5.82,20.8,45.9,Watch
83.5,61.4,0.03,14.7,28.8,Watch
28.9,30.0,6.51,48.7,54.8,Safe
19.2,69.4,0.23,29.1,7.6,Safe
10.3,81.8,5.72,15.0,42.9,Warning
97.4,55.9,0.99,7.5,32.9,Safe
69.0,71.8,2.83,19.7,27.1,Safe
65.9,60.7,0.12,24.1,40.8,Safe
124.0,40.9,4.42,41.4,28.1,Danger
32.1,33.0,0.36,29.7,21.1,Safe
11.4,16.0,1.59,28.0,33.2,Safe
43.7,37.0,5.1,16.3,31.5,Safe
139.9,40.7,3.57,50.7,24.2,Danger
44.3,41.1,0.02,44.6,26.3,Watch
92.5,43.0,1.55,43.5,27.9,Watch
11.8,5.0,0.13,29.1,15.7,Safe
22.0,59.0,3.36,36.0,15.1,Safe
80.1,61.1,10.42,0.0,41.3,Warning
47.8,51.7,3.19,33.0,17.8,Safe
38.7,24.0,0.76,58.8,31.8,Safe
91.6,51.6,1.32,21.3,13.3,Safe
79.4,45.4,11.27,15.2,47.1,Warning
48.8,53.5,0.76,27.9,29.3,Watch
2.5,72.9,2.47,17.1,43.2,Watch
42.3,41.8,1.53,16.1,53.1,Watch
57.8,48.3,4.39,34.0,19.1,Watch
7.1,29.4,6.06,42.4,25.2,Safe
56.4,61.6,1.25,34.1,40.7,Safe
94.5,57.6,3.24,12.8,25.7,Safe
42.2,48.9,2.39,20.0,34.9,Safe
17.2,26.0,0.98,34.8,33.0,Safe
3.0,32.7,0.95,39.9,8.6,Safe
57.2,12.0,2.32,26.9,41.4,Safe
8.2,32.5,0.5,16.6,30.6,Safe
65.5,57.8,5.0,41.6,20.1,Watch
135.4,52.1,0.21,57.2,47.5,Danger
22.9,47.9,0.3,46.9,25.0,Safe
35.3,71.7,1.26,59.8,24.4,Watch
140.6,50.5,0.38,20.7,14.0,Watch
46.2,34.6,1.94,45.5,38.0,Watch
29.1,32.4,1.53,49.3,32.4,Safe
85.5,40.8,3.84,22.7,14.6,Watch
30.5,36.9,9.17,17.6,34.5,Watch
21.6,62.2,4.2,15.6,40.3,Safe
64.8,52.6,0.59,28.6,36.6,Watch
90.2,39.2,8.22,7.4,45.2,Watch
21.5,39.9,1.49,55.3,26.0,Watch
49.1,57.7,1.93,10.7,49.7,Safe
36.5,63.2,1.64,36.3,32.0,Safe
41.3,11.8,0.99,0.0,40.0,Safe
17.4,41.9,6.76,60.7,44.8,Safe
68.3,46.6,1.21,48.7,58.5,Watch
116.6,54.9,2.59,6.1,21.2,Watch
21.0,47.0,0.82,34.6,24.6,Safe
68.3,52.3,4.79,26.4,33.9,Watch
84.1,40.7,4.46,32.3,28.3,Watch
48.9,30.5,1.05,39.5,24.0,Safe
66.2,59.1,3.43,18.0,16.8,Safe
23.3,59.7,3.65,29.2,33.3,Safe
112.2,56.7,2.48,2.9,40.0,Warning
90.7,59.9,2.75,31.2,35.5,Watch
97.8,27.5,2.56,0.0,15.7,Safe
14.7,35.9,0.26,49.6,15.9,Safe
60.4,65.2,3.33,8.0,32.6,Watch
24.8,51.4,1.9,34.4,29.6,Safe
118.7,46.0,1.73,42.4,28.8,Warning
21.4,40.5,5.9,58.0,29.2,Safe
50.3,67.8,0.07,56.6,27.0,Safe
4.9,13.1,0.87,50.9,33.5,Safe
50.2,50.3,0.39,29.8,43.0,Safe
14.9,43.8,0.11,46.7,22.7,Safe
62.6,22.5,0.97,34.1,36.5,Watch
37.4,74.1,13.39,35.4,32.8,Danger
31.2,5.0,0.95,20.7,14.2,Safe
120.7,47.2,3.27,56.1,25.4,Warning
169.2,54.5,0.38,18.0,32.1,Warning
10.9,27.4,2.76,13.9,53.6,Safe
32.0,50.0,12.5,36.1,24.7,Watch
76.0,41.0,1.04,3.1,25.9,Watch
55.4,62.8,5.65,31.8,36.1,Warning
73.1,100.0,18.06,54.5,30.9,Danger
39.5,51.1,2.66,36.2,19.4,Safe
93.3,55.9,1.11,30.5,14.6,Safe
48.7,27.4,3.36,17.4,13.4,Safe
57.8,48.9,5.59,7.5,40.5,Watch
14.9,38.3,0.56,43.0,21.7,Safe
45.1,59.0,1.81,30.4,55.7,Warning
76.6,19.3,1.15,39.4,26.7,Safe
53.1,25.7,1.0,0.0,39.7,Safe
46.6,66.2,5.92,41.0,20.4,Warning
60.4,48.8,1.64,59.8,33.9,Watch
48.5,68.8,1.24,50.1,46.1,Watch
40.6,51.5,2.78,34.4,28.5,Safe
78.3,54.2,0.74,14.3,21.1,Safe
38.4,39.4,0.78,31.8,28.3,Safe
14.0,41.5,2.2,32.3,29.8,Safe
117.1,62.4,1.58,22.6,22.1,Warning
25.4,42.4,1.05,23.7,48.5,Safe
10.3,66.3,0.17,61.5,32.2,Watch
65.8,43.0,2.21,15.5,44.8,Safe
127.1,23.8,5.09,23.6,42.7,Watch
67.0,22.1,5.72,38.4,49.0,Safe
106.0,41.9,0.81,62.7,19.4,Watch
19.3,61.5,2.75,25.5,38.4,Safe
14.2,33.0,5.81,3.0,27.0,Safe
31.9,58.2,1.58,0.0,30.6,Safe
88.6,46.8,8.07,67.8,21.2,Danger
62.8,55.9,7.0,1.4,55.3,Warning
66.1,39.8,0.7,31.1,24.6,Safe
46.6,48.3,0.9,7.3,38.5,Safe
32.5,61.9,0.6,18.2,19.1,Safe
48.2,44.7,0.65,20.3,29.5,Safe
37.4,35.6,7.15,0.7,42.6,Safe
30.6,12.3,8.03,48.3,35.5,Watch
56.5,54.7,0.16,36.5,22.6,Watch
34.6,31.1,2.7,23.6,24.8,Safe
51.9,35.6,2.49,21.4,33.6,Safe
5.7,25.7,1.49,46.3,31.8,Safe
48.7,40.9,3.0,31.3,18.9,Safe
34.4,82.8,8.83,61.3,28.2,Warning
109.9,51.3,0.56,23.3,30.5,Warning
9.8,33.4,0.38,36.4,37.7,Safe
46.0,36.8,0.1,11.5,42.1,Safe
77.2,19.1,1.36,23.5,38.7,Safe
38.5,24.6,1.24,45.6,35.4,Safe
33.5,21.8,1.69,47.7,35.6,Safe
77.1,49.9,2.1,57.6,36.8,Warning
61.7,53.0,4.25,36.7,41.6,Watch
65.0,46.4,1.49,48.5,48.9,Watch
30.7,51.7,1.2,39.4,22.3,Watch
27.6,31.2,5.26,23.8,27.5,Safe
51.9,24.3,5.69,7.3,42.1,Safe
81.5,24.2,0.79,26.5,22.0,Safe
12.3,23.4,1.13,12.8,19.0,Safe
39.6,51.5,5.23,45.8,25.6,Watch
28.6,81.2,0.25,46.7,32.7,Safe
43.4,26.1,1.18,14.8,27.2,Safe
72.2,38.8,1.78,46.7,35.7,Safe
21.1,48.7,0.62,12.3,29.2,Safe
66.7,40.0,0.6,51.7,28.5,Safe
31.5,51.0,1.66,27.6,15.3,Safe
90.5,34.6,4.21,36.9,38.0,Watch
22.2,32.8,5.5,51.7,38.1,Watch
80.8,41.7,11.62,39.0,30.1,Warning
13.6,50.9,0.23,28.0,33.5,Safe
49.4,68.1,0.73,43.1,33.5,Watch
67.7,51.8,4.24,15.5,42.5,Safe
22.7,40.5,2.33,1.1,34.2,Safe
29.4,60.0,1.19,47.2,18.6,Safe
43.7,63.0,0.69,10.3,51.1,Safe
33.4,39.5,0.99,43.8,44.9,Safe
27.2,42.4,1.68,32.1,32.5,Safe
77.9,37.3,0.58,29.8,33.5,Safe
96.8,59.8,9.99,15.8,34.9,Watch
93.0,46.3,0.34,23.2,24.3,Watch
59.8,19.7,12.72,30.2,43.1,Warning
65.7,52.3,5.53,33.0,42.1,Warning
19.5,71.8,1.65,16.5,31.1,Safe
40.7,73.2,4.04,41.2,38.7,Watch
46.5,36.4,3.34,42.1,42.4,Watch
53.3,32.5,0.72,37.3,34.3,Safe
52.6,79.2,1.24,23.4,21.7,Watch
43.8,73.2,2.16,42.9,38.9,Watch
59.3,53.4,3.05,39.3,32.6,Watch
50.9,14.2,2.35,0.7,21.1,Safe
50.8,34.1,1.92,33.2,42.3,Safe
24.0,25.3,1.76,59.0,34.4,Safe
15.6,77.6,2.07,44.6,29.7,Watch
53.5,17.5,1.71,47.3,52.7,Safe
30.5,77.5,2.34,19.5,26.5,Safe
25.0,43.1,6.57,31.9,22.6,Safe
68.9,23.4,3.01,27.3,33.6,Watch
41.1,62.8,3.85,30.0,30.4,Safe
106.4,56.3,2.73,22.3,26.4,Watch
63.8,22.2,3.09,11.5,46.1,Safe
22.8,44.5,2.59,31.0,20.8,Safe
69.5,69.8,0.08,18.3,35.1,Safe
57.4,37.6,23.46,38.8,32.9,Danger
22.0,75.2,0.1,29.5,31.9,Watch
27.5,31.6,1.51,1.1,43.6,Safe
67.2,15.8,0.33,50.7,52.5,Watch
7.7,45.8,0.31,36.5,32.0,Safe
4.7,18.7,4.73,23.1,40.9,Safe
48.7,47.2,1.66,25.0,32.4,Safe
46.1,45.1,4.85,11.6,32.8,Watch
52.0,31.3,0.96,29.1,36.5,Safe
46.2,78.8,0.89,40.2,33.7,Watch
58.8,44.9,0.87,56.2,22.9,Watch
97.7,60.6,2.87,28.7,45.3,Warning
43.1,61.7,5.06,30.7,36.5,Watch
11.3,76.7,1.81,47.9,31.5,Watch
6.7,23.2,1.43,12.6,25.7,Safe
32.7,13.4,10.9,32.2,34.9,Safe
33.4,76.0,0.37,18.7,29.6,Safe
13.3,55.5,2.0,32.0,33.8,Safe
3.6,47.3,1.58,44.1,30.1,Safe
30.8,42.6,0.31,5.2,23.7,Safe
126.7,39.4,0.94,46.7,48.1,Warning
57.1,60.5,0.09,35.4,22.6,Safe
53.6,19.0,6.29,32.1,24.2,Safe
37.7,53.6,2.81,50.2,38.8,Watch
32.7,63.6,5.06,18.1,35.1,Safe
61.3,58.4,2.21,9.9,38.6,Watch
14.9,43.7,2.75,14.6,37.0,Safe
148.7,45.0,3.62,38.0,24.5,Danger
16.0,68.1,7.16,22.6,38.7,Watch
65.2,55.5,0.29,16.9,25.6,Safe
17.4,76.6,1.21,15.3,42.5,Safe
47.1,13.6,3.7,32.6,22.0,Safe
70.1,61.3,9.54,29.6,24.1,Warning
9.1,30.4,11.86,8.7,24.4,Safe
19.2,43.7,3.05,9.2,35.1,Watch
20.4,69.8,0.65,22.1,31.5,Safe
34.9,27.0,0.38,43.8,33.1,Safe
51.4,83.1,8.76,23.6,30.8,Warning
128.4,64.9,1.71,7.9,31.5,Warning
27.3,55.4,0.65,28.7,27.2,Safe
123.0,28.2,8.15,30.6,16.9,Warning
55.7,41.8,0.33,7.7,18.0,Safe
15.5,38.5,3.92,11.7,24.0,Safe
37.8,22.8,2.94,41.2,28.8,Safe
11.5,64.7,0.28,11.5,46.6,Safe
32.7,37.7,1.24,41.8,21.8,Safe
30.9,41.8,0.49,6.8,21.1,Safe
47.6,42.7,2.78,7.4,13.8,Safe
65.4,41.1,1.95,30.3,37.0,Watch
40.1,54.5,0.01,18.7,29.9,Safe
17.2,33.8,11.15,22.0,19.1,Safe
106.1,63.3,1.29,32.3,31.7,Danger
133.9,34.3,0.9,21.5,26.2,Watch
37.1,44.5,0.75,15.8,45.0,Safe
53.9,21.5,0.52,37.4,25.3,Safe
35.6,64.3,21.17,32.7,49.0,Danger
47.9,68.9,1.05,30.6,33.7,Safe
49.8,57.9,1.56,29.7,28.1,Watch
13.5,48.1,6.15,18.0,29.4,Safe
33.2,44.3,3.08,14.8,34.9,Watch
85.6,16.9,1.38,24.8,29.3,Safe
80.6,20.6,6.86,18.2,22.7,Watch
32.7,58.5,4.16,29.8,38.3,Safe
50.5,41.7,0.78,24.1,41.9,Safe
34.7,20.5,3.1,30.3,42.3,Safe
67.1,19.7,7.67,28.6,30.4,Safe
9.0,56.4,2.06,56.5,42.9,Safe
61.4,60.7,3.97,9.2,35.2,Watch
110.8,17.4,10.63,27.2,29.1,Warning
23.8,47.7,3.52,13.4,26.4,Safe
100.9,52.0,0.32,22.8,41.2,Warning
52.4,34.5,0.84,17.7,15.2,Safe
40.0,67.3,2.71,39.6,45.9,Safe
32.5,38.8,0.97,7.9,33.3,Safe
103.3,14.1,9.48,41.7,26.0,Watch
34.8,41.5,1.56,37.9,24.9,Safe
121.9,69.6,1.83,60.8,27.6,Danger
112.8,38.8,3.63,57.0,39.1,Danger
28.9,26.2,2.23,18.0,35.1,Safe
36.9,56.3,1.44,48.6,27.4,Safe
6.3,49.7,0.24,25.1,26.6,Safe
41.0,44.9,2.72,34.6,35.1,Safe
45.0,53.6,6.07,55.8,59.4,Warning
91.8,32.5,3.47,18.6,59.3,Watch
116.8,34.2,1.44,30.8,42.5,Danger
71.6,58.1,0.41,0.8,24.3,Safe
86.8,27.6,5.08,43.3,39.5,Danger
36.8,74.1,8.53,61.5,24.6,Danger
14.4,67.1,1.47,38.6,29.7,Watch
52.3,24.4,3.91,50.5,45.7,Safe
90.8,71.6,1.59,47.1,29.6,Watch
1.8,47.7,2.09,19.4,29.2,Safe
46.7,69.9,5.43,34.9,26.9,Watch
7.4,47.4,0.26,37.4,23.8,Safe
22.2,41.8,2.27,12.5,29.4,Safe
48.1,39.9,0.72,51.7,39.4,Watch
118.1,5.0,1.25,22.4,38.8,Watch
43.2,61.7,3.1,26.7,34.9,Watch
68.3,32.3,0.08,26.0,43.8,Safe
51.9,62.3,2.7,30.6,14.8,Watch
23.4,75.1,1.0,73.9,32.5,Warning
59.5,34.6,3.32,20.9,24.9,Safe
14.0,33.5,0.46,6.8,51.8,Safe
42.7,63.1,3.99,32.5,29.4,Watch
102.0,36.6,3.11,17.1,39.4,Watch
49.1,68.7,10.65,23.9,42.0,Warning
52.0,32.6,7.27,39.3,28.3,Watch
32.7,70.9,1.0,13.7,41.3,Safe
9.8,39.5,0.08,24.5,42.4,Safe
35.7,50.9,3.2,34.4,39.9,Safe
77.8,62.7,2.77,18.3,26.8,Watch
56.8,54.2,0.08,29.4,17.7,Safe
14.8,64.3,0.39,34.4,53.4,Safe
6.9,18.8,2.64,28.3,29.1,Safe
23.1,37.7,7.29,32.4,42.0,Watch
36.0,46.1,7.11,35.4,27.4,Watch
38.1,31.2,0.49,19.9,53.0,Safe
38.5,62.5,1.46,8.0,27.0,Safe
42.9,35.8,0.13,14.5,33.0,Safe
58.2,31.3,1.9,12.0,55.2,Safe
30.9,61.9,4.2,48.5,16.0,Safe
18.9,26.2,4.68,4.0,44.1,Safe
63.1,27.1,2.07,39.4,31.7,Safe
79.1,54.1,0.3,19.7,39.1,Watch
27.0,69.2,1.44,45.5,28.5,Warning
149.4,47.9,8.07,23.7,48.4,Danger
113.9,15.9,0.78,30.5,23.9,Watch
15.9,57.3,1.16,37.8,32.4,Safe
7.5,34.3,4.12,48.8,41.4,Safe
37.3,65.2,3.97,21.4,23.8,Warning
52.2,38.2,7.3,20.8,33.3,Safe
147.9,65.6,1.47,37.7,21.7,Danger
144.7,37.5,2.17,6.2,28.0,Warning
68.5,32.6,1.89,4.2,58.2,Watch
31.4,10.5,7.88,35.5,45.4,Safe
94.5,33.1,4.4,40.0,38.7,Warning
46.9,48.2,5.34,35.0,35.7,Safe
12.8,46.8,0.43,28.5,16.3,Safe
13.2,56.0,4.71,21.9,30.1,Safe
31.6,67.4,1.7,53.8,41.2,Watch
84.1,45.5,0.07,55.8,27.6,Watch
17.2,46.2,0.19,31.6,35.6,Safe
31.5,65.0,3.4,19.7,22.0,Safe
113.3,49.2,1.4,14.9,21.1,Watch
56.8,28.4,6.08,36.5,54.8,Watch
61.6,35.6,3.98,11.6,53.3,Watch
86.2,6.7,0.07,11.9,31.1,Safe
32.1,28.1,3.48,22.7,24.2,Safe
118.4,14.6,0.64,37.6,22.6,Watch
69.9,51.3,1.65,52.0,36.0,Warning
39.0,66.8,2.94,33.8,51.3,Watch
103.8,28.1,6.18,37.4,25.0,Watch
67.8,28.7,1.83,44.7,34.0,Safe
42.1,62.0,4.96,43.3,33.5,Warning
62.9,36.9,4.58,21.7,48.7,Warning
20.5,49.6,1.61,43.1,34.8,Safe
94.8,58.4,2.09,45.5,18.0,Watch
146.3,32.3,3.62,34.7,39.5,Watch
9.3,32.6,0.09,32.0,33.7,Safe
26.8,35.9,6.64,39.0,23.3,Safe
24.9,17.0,4.41,37.4,42.6,Safe
73.0,53.8,0.86,2.1,28.9,Watch
50.2,55.8,11.92,36.4,35.3,Danger
30.3,46.4,0.59,47.7,33.4,Safe
34.2,69.5,7.36,44.8,29.0,Watch
28.0,40.3,1.18,35.7,23.9,Safe
66.7,56.1,4.32,32.2,37.6,Watch
49.6,53.7,1.83,24.0,19.8,Safe
32.9,30.6,4.0,28.3,41.3,Safe
28.4,65.8,0.51,40.9,23.5,Warning
105.0,47.3,0.94,35.8,20.4,Safe
93.1,62.5,0.32,43.6,46.0,Warning
67.3,21.6,6.01,22.2,32.9,Safe
86.5,47.0,1.05,46.3,13.0,Watch
12.9,36.7,3.56,20.7,31.9,Safe
17.0,29.7,5.15,33.0,38.1,Safe
15.3,70.4,6.95,21.6,38.4,Safe
43.1,48.5,0.34,28.5,24.3,Safe
88.5,18.4,6.71,60.5,25.7,Watch
30.6,36.0,0.66,37.6,33.6,Safe
96.9,61.9,4.01,33.4,42.4,Danger
26.7,29.6,3.92,51.2,18.8,Safe
38.7,27.8,0.03,0.0,19.4,Safe
30.3,42.4,0.75,27.6,45.7,Safe
36.4,53.4,2.03,22.5,44.2,Warning
39.6,31.9,1.63,17.1,22.6,Safe
7.3,52.0,7.52,7.1,28.1,Safe
55.6,45.6,1.34,26.7,53.1,Watch
38.9,47.8,8.29,40.4,40.8,Watch
118.2,5.0,1.85,27.8,31.5,Watch
65.0,45.3,10.0,42.0,43.4,Warning
53.9,40.5,4.01,31.1,27.2,Safe
113.6,52.0,5.3,47.5,33.6,Danger
106.0,33.2,0.33,22.5,28.9,Watch
121.8,38.3,2.65,1.9,39.1,Watch
28.1,54.6,0.46,6.3,39.0,Safe
14.9,71.0,1.06,22.5,34.2,Safe
7.3,21.2,2.93,16.8,37.0,Safe
85.7,54.2,3.89,21.1,43.4,Watch
6.0,67.0,0.12,47.1,36.7,Safe
50.2,57.5,2.27,7.5,34.3,Watch
10.2,65.7,2.5,52.6,36.3,Watch
94.4,35.2,0.25,17.9,44.1,Watch
61.3,67.3,2.08,11.3,22.8,Safe
94.0,32.0,3.75,27.9,36.2,Safe
51.0,46.0,0.16,52.5,13.1,Safe
18.8,36.0,4.28,19.3,29.2,Safe
29.7,36.7,2.58,21.0,50.9,Safe
79.9,14.0,5.37,22.0,24.1,Safe
9.2,9.5,0.74,47.3,15.7,Safe
27.7,66.2,5.37,23.3,22.5,Watch
24.5,12.6,0.3,36.7,39.1,Safe
40.0,49.5,1.55,31.8,30.7,Watch
66.5,21.6,0.67,28.4,21.9,Safe
92.4,29.7,6.26,22.5,44.1,Watch
12.0,57.3,3.66,59.5,36.3,Safe
20.0,47.9,0.08,71.9,20.4,Safe
13.5,42.7,0.03,16.7,29.8,Safe
41.2,65.6,1.03,13.9,53.3,Watch
15.2,39.8,0.46,30.6,28.9,Safe
55.3,67.1,2.99,0.0,15.1,Watch
101.0,25.8,3.27,30.7,36.7,Watch
7.6,23.6,8.54,60.1,35.8,Watch
20.7,42.5,9.11,21.0,45.3,Safe
122.6,45.1,3.23,46.2,28.1,Warning
49.1,29.5,0.02,52.0,36.4,Safe
